Año,Provincia,Distrito,Mes,Día,Min,Max
2021,HUAURA,AMBAR,octubre,08,14 °C,19 °C
2021,HUAURA,AMBAR,octubre,15,12 °C,16 °C
2021,HUAURA,AMBAR,octubre,22,12 °C,16 °C
2021,HUAURA,AMBAR,octubre,31,13 °C,19 °C
2021,HUAURA,AMBAR,noviembre,01,12 °C,18 °C
2021,HUAURA,AMBAR,noviembre,08,14 °C,17 °C
2021,HUAURA,AMBAR,noviembre,15,14 °C,19 °C
2021,HUAURA,AMBAR,noviembre,22,13 °C,16 °C
2021,HUAURA,AMBAR,noviembre,30,13 °C,17 °C
2021,HUAURA,AMBAR,diciembre,01,14 °C,16 °C
2021,HUAURA,AMBAR,diciembre,08,15 °C,15 °C
2021,HUAURA,AMBAR,diciembre,15,12 °C,18 °C
2021,HUAURA,AMBAR,diciembre,22,14 °C,16 °C
2021,HUAURA,AMBAR,diciembre,31,13 °C,16 °C
2022,HUAURA,AMBAR,enero,01,12 °C,16 °C
2022,HUAURA,AMBAR,enero,08,12 °C,16 °C
2022,HUAURA,AMBAR,enero,15,11 °C,13 °C
2022,HUAURA,AMBAR,enero,22,14 °C,15 °C
2022,HUAURA,AMBAR,enero,31,11 °C,14 °C
2022,HUAURA,AMBAR,febrero,01,11 °C,15 °C
2022,HUAURA,AMBAR,febrero,08,12 °C,13 °C
2022,HUAURA,AMBAR,febrero,15,12 °C,15 °C
2022,HUAURA,AMBAR,febrero,22,11 °C,11 °C
2022,HUAURA,AMBAR,febrero,28,12 °C,14 °C
2022,HUAURA,AMBAR,marzo,01,12 °C,14 °C
2022,HUAURA,AMBAR,marzo,08,9 °C,14 °C
2022,HUAURA,AMBAR,marzo,15,13 °C,16 °C
2022,HUAURA,AMBAR,marzo,22,14 °C,15 °C
2022,HUAURA,AMBAR,marzo,31,12 °C,18 °C
2022,HUAURA,AMBAR,abril,01,15 °C,14 °C
2022,HUAURA,AMBAR,abril,08,16 °C,17 °C
2022,HUAURA,AMBAR,abril,15,14 °C,16 °C
2022,HUAURA,AMBAR,abril,22,12 °C,14 °C
2022,HUAURA,AMBAR,abril,30,14 °C,18 °C
2022,HUAURA,AMBAR,mayo,01,16 °C,18 °C
2022,HUAURA,AMBAR,mayo,08,13 °C,18 °C
2022,HUAURA,AMBAR,mayo,15,13 °C,17 °C
2022,HUAURA,AMBAR,mayo,22,14 °C,16 °C
2022,HUAURA,AMBAR,mayo,31,12 °C,15 °C
2022,HUAURA,AMBAR,junio,01,13 °C,15 °C
2022,HUAURA,AMBAR,junio,08,12 °C,15 °C
2022,HUAURA,AMBAR,junio,15,11 °C,16 °C
2022,HUAURA,AMBAR,junio,22,12 °C,16 °C
2022,HUAURA,AMBAR,junio,30,14 °C,17 °C
2022,HUAURA,AMBAR,julio,01,15 °C,16 °C
2022,HUAURA,AMBAR,julio,08,15 °C,18 °C
2022,HUAURA,AMBAR,julio,15,15 °C,19 °C
2022,HUAURA,AMBAR,julio,22,15 °C,20 °C
2022,HUAURA,AMBAR,julio,31,15 °C,16 °C
2022,HUAURA,AMBAR,agosto,01,13 °C,17 °C
2022,HUAURA,AMBAR,agosto,08,16 °C,19 °C
2022,HUAURA,AMBAR,agosto,15,12 °C,19 °C
2022,HUAURA,AMBAR,agosto,22,14 °C,16 °C
2022,HUAURA,AMBAR,agosto,31,14 °C,17 °C
2022,HUAURA,AMBAR,septiembre,01,14 °C,19 °C
2022,HUAURA,AMBAR,septiembre,08,14 °C,17 °C
2022,HUAURA,AMBAR,septiembre,15,15 °C,17 °C
2022,HUAURA,AMBAR,septiembre,22,15 °C,18 °C
2022,HUAURA,AMBAR,septiembre,30,12 °C,15 °C
2022,HUAURA,AMBAR,octubre,01,14 °C,19 °C
2022,HUAURA,AMBAR,octubre,08,13 °C,18 °C
2022,HUAURA,AMBAR,octubre,15,15 °C,18 °C
2022,HUAURA,AMBAR,octubre,22,12 °C,20 °C
2022,HUAURA,AMBAR,octubre,31,11 °C,18 °C
2022,HUAURA,AMBAR,noviembre,01,14 °C,20 °C
2022,HUAURA,AMBAR,noviembre,08,12 °C,18 °C
2022,HUAURA,AMBAR,noviembre,15,15 °C,16 °C
2022,HUAURA,AMBAR,noviembre,22,13 °C,16 °C
2022,HUAURA,AMBAR,noviembre,30,14 °C,17 °C
2022,HUAURA,AMBAR,diciembre,01,13 °C,16 °C
2022,HUAURA,AMBAR,diciembre,08,12 °C,16 °C
2022,HUAURA,AMBAR,diciembre,15,13 °C,17 °C
2022,HUAURA,AMBAR,diciembre,22,14 °C,17 °C
2022,HUAURA,AMBAR,diciembre,31,14 °C,14 °C
2023,HUAURA,AMBAR,enero,01,11 °C,15 °C
2023,HUAURA,AMBAR,enero,08,13 °C,16 °C
2023,HUAURA,AMBAR,enero,15,13 °C,17 °C
2023,HUAURA,AMBAR,enero,22,13 °C,16 °C
2023,HUAURA,AMBAR,enero,31,14 °C,18 °C
2023,HUAURA,AMBAR,febrero,01,13 °C,16 °C
2023,HUAURA,AMBAR,febrero,08,15 °C,18 °C
2023,HUAURA,AMBAR,febrero,15,15 °C,15 °C
2023,HUAURA,AMBAR,febrero,22,14 °C,17 °C
2023,HUAURA,AMBAR,febrero,28,15 °C,18 °C
2023,HUAURA,AMBAR,marzo,01,16 °C,20 °C
2023,HUAURA,AMBAR,marzo,08,14 °C,17 °C
2023,HUAURA,AMBAR,marzo,15,14 °C,16 °C
2023,HUAURA,AMBAR,marzo,22,15 °C,19 °C
2023,HUAURA,AMBAR,marzo,31,13 °C,18 °C
2023,HUAURA,AMBAR,abril,01,15 °C,19 °C
2023,HUAURA,AMBAR,abril,08,14 °C,15 °C
2023,HUAURA,AMBAR,abril,15,17 °C,16 °C
2023,HUAURA,AMBAR,abril,22,14 °C,18 °C
2023,HUAURA,AMBAR,abril,30,16 °C,17 °C
2023,HUAURA,AMBAR,mayo,01,15 °C,17 °C
2023,HUAURA,AMBAR,mayo,08,18 °C,20 °C
2023,HUAURA,AMBAR,mayo,15,17 °C,20 °C
2023,HUAURA,AMBAR,mayo,22,14 °C,19 °C
2023,HUAURA,AMBAR,mayo,31,16 °C,20 °C
2023,HUAURA,AMBAR,junio,01,16 °C,19 °C
2023,HUAURA,AMBAR,junio,08,16 °C,18 °C
2023,HUAURA,AMBAR,junio,15,18 °C,20 °C
2023,HUAURA,AMBAR,junio,22,16 °C,21 °C
2023,HUAURA,AMBAR,junio,30,17 °C,20 °C
2023,HUAURA,AMBAR,julio,01,18 °C,20 °C
2023,HUAURA,AMBAR,julio,08,13 °C,18 °C
2023,HUAURA,AMBAR,julio,15,16 °C,19 °C
2023,HUAURA,AMBAR,julio,22,18 °C,23 °C
2023,HUAURA,AMBAR,julio,31,16 °C,20 °C
2023,HUAURA,AMBAR,agosto,01,18 °C,22 °C
2023,HUAURA,AMBAR,agosto,08,17 °C,19 °C
2023,HUAURA,AMBAR,agosto,15,15 °C,19 °C
2023,HUAURA,AMBAR,agosto,22,17 °C,18 °C
2023,HUAURA,AMBAR,agosto,31,19 °C,21 °C
2023,HUAURA,AMBAR,septiembre,01,16 °C,20 °C
2023,HUAURA,AMBAR,septiembre,08,17 °C,21 °C
2023,HUAURA,AMBAR,septiembre,15,18 °C,19 °C
2023,HUAURA,AMBAR,septiembre,22,16 °C,18 °C
2023,HUAURA,AMBAR,septiembre,30,17 °C,20 °C
2023,HUAURA,AMBAR,octubre,01,16 °C,19 °C
2023,HUAURA,AMBAR,octubre,08,17 °C,19 °C
2023,HUAURA,AMBAR,octubre,15,18 °C,20 °C
2023,HUAURA,AMBAR,octubre,22,15 °C,18 °C
2023,HUAURA,AMBAR,octubre,31,15 °C,19 °C
2023,HUAURA,AMBAR,noviembre,01,16 °C,20 °C
2023,HUAURA,AMBAR,noviembre,08,17 °C,18 °C
2023,HUAURA,AMBAR,noviembre,15,16 °C,20 °C
2023,HUAURA,AMBAR,noviembre,22,14 °C,20 °C
2023,HUAURA,AMBAR,noviembre,30,16 °C,19 °C
2023,HUAURA,AMBAR,diciembre,01,16 °C,20 °C
2023,HUAURA,AMBAR,diciembre,08,16 °C,19 °C
2023,HUAURA,AMBAR,diciembre,15,16 °C,19 °C
2023,HUAURA,AMBAR,diciembre,22,16 °C,19 °C
2023,HUAURA,AMBAR,diciembre,31,15 °C,18 °C
2024,HUAURA,AMBAR,enero,01,14 °C,18 °C
2024,HUAURA,AMBAR,enero,08,15 °C,19 °C
2024,HUAURA,AMBAR,enero,15,15 °C,17 °C
2024,HUAURA,AMBAR,enero,22,16 °C,19 °C
2024,HUAURA,AMBAR,enero,31,16 °C,19 °C
2024,HUAURA,AMBAR,febrero,01,16 °C,20 °C
2024,HUAURA,AMBAR,febrero,08,16 °C,20 °C
2024,HUAURA,AMBAR,febrero,15,18 °C,20 °C
2024,HUAURA,AMBAR,febrero,22,,18 °C
2024,HUAURA,AMBAR,febrero,29,,
2024,HUAURA,AMBAR,marzo,01,,
2024,HUAURA,AMBAR,marzo,08,,
2024,HUAURA,AMBAR,marzo,15,,
2024,HUAURA,AMBAR,marzo,22,,
2024,HUAURA,AMBAR,marzo,31,16 °C,18 °C
2024,HUAURA,AMBAR,abril,01,17 °C,17 °C
2024,HUAURA,AMBAR,abril,08,16 °C,18 °C
2024,HUAURA,AMBAR,abril,15,16 °C,18 °C
2024,HUAURA,AMBAR,abril,22,14 °C,18 °C
2024,HUAURA,AMBAR,abril,30,16 °C,20 °C
